Loyalty#,NumFlights,NumFlightsWithCompanions,PointsAccumulated,PointsRedeemed,Recency_Months,PointsRedeemRatio,FlightsWithCompanionsRatio
102851,199,72,41041.39,15808.7,1.0,0.3851891955901104,0.36180904522613067
102877,239,65,51647.4,10598.9,3.0,0.20521652590449857,0.2719665271966527
102982,129,58,32186.93,0.0,0.0,0.0,0.4496124031007752
103043,216,45,48260.18,6775.4,0.0,0.14039317714935998,0.20833333333333334
103151,159,16,46937.87,10133.4,0.0,0.21588964305367925,0.10062893081761007
103217,164,37,34110.19,0.0,0.0,0.0,0.22560975609756098
103304,198,58,37846.57,14403.9,1.0,0.3805866687522806,0.29292929292929293
103340,231,68,36112.33,0.0,2.0,0.0,0.2943722943722944
103352,0,0,0.0,0.0,0.0,0.0,0.0
103359,236,32,37976.46,8789.4,0.0,0.23144337307900736,0.13559322033898305
103362,9,1,1184.0,0.0,0.0,0.0,0.1111111111111111
103383,0,0,0.0,0.0,0.0,0.0,0.0
103436,232,40,43335.48,11579.0,0.0,0.26719445590541513,0.1724137931034483
103490,202,47,34165.229999999996,0.0,0.0,0.0,0.23267326732673269
103502,89,40,25225.06,4943.8,0.0,0.1959876408619048,0.449438202247191
103536,278,53,51234.3,4400.0,0.0,0.0858799671313944,0.1906474820143885
103699,78,12,13624.0,0.0,0.0,0.0,0.15384615384615385
103731,159,42,26503.41,3940.0,0.0,0.14866011581151256,0.2641509433962264
103758,59,11,6456.0,0.0,0.0,0.0,0.1864406779661017
103823,210,54,37097.68,11555.9,0.0,0.31149926356580787,0.2571428571428571
103860,210,65,44496.12,18182.8,0.0,0.40863787674071356,0.30952380952380953
103862,170,54,38237.6,25910.4,0.0,0.6776157499424651,0.3176470588235294
103916,177,64,36417.26,13461.5,0.0,0.36964615130298106,0.3615819209039548
103969,171,78,39504.13,13885.0,0.0,0.35148223742682094,0.45614035087719296
103970,205,67,48374.71,0.0,0.0,0.0,0.32682926829268294
103975,50,11,5457.0,9014.0,0.0,1.6518233461608942,0.22
103985,18,6,4160.0,0.0,0.0,0.0,0.3333333333333333
104103,173,63,40537.73,11895.9,1.0,0.29345254408670635,0.36416184971098264
104267,43,27,12394.0,0.0,0.0,0.0,0.627906976744186
104353,222,68,46529.13,8133.9,0.0,0.1748130687163074,0.3063063063063063
104431,214,69,41222.22,23053.9,0.0,0.5592590597983321,0.32242990654205606
104541,158,29,45549.65,16664.5,0.0,0.3658535246703323,0.18354430379746836
104586,209,27,34205.01,3789.0,0.0,0.11077324637531168,0.1291866028708134
104673,218,44,47508.45,8479.7,0.0,0.178488247880114,0.2018348623853211
104732,179,52,27412.13,3149.0,0.0,0.11487615154313072,0.2905027932960894
104739,0,0,0.0,0.0,0.0,0.0,0.0
104849,178,30,46239.42,5270.6,0.0,0.11398499375640958,0.16853932584269662
104960,138,38,18315.01,4856.0,2.0,0.2651377203725251,0.2753623188405797
105063,36,6,10730.0,0.0,0.0,0.0,0.16666666666666666
105073,62,12,15504.0,0.0,0.0,0.0,0.1935483870967742
105074,221,54,47103.17,14423.4,0.0,0.3062086904129807,0.24434389140271492
105145,0,0,0.0,0.0,0.0,0.0,0.0
105193,11,5,576.0,0.0,0.0,0.0,0.45454545454545453
105214,193,54,52950.72,22544.0,1.0,0.4257543617914922,0.27979274611398963
105251,64,13,14151.01,0.0,18.0,0.0,0.203125
105335,173,61,35531.76,21566.3,1.0,0.6069583944054558,0.35260115606936415
105352,0,0,0.0,0.0,0.0,0.0,0.0
105552,156,39,44521.17,6420.0,2.0,0.1442010621014677,0.25
105688,227,56,30217.03,12901.5,0.0,0.4269612202125755,0.24669603524229075
105700,0,0,0.0,0.0,0.0,0.0,0.0
105712,173,60,32220.489999999998,9628.0,0.0,0.2988160639394373,0.3468208092485549
105789,211,50,46005.81,10944.0,0.0,0.23788299782136213,0.23696682464454977
105835,49,15,9306.0,0.0,0.0,0.0,0.30612244897959184
105841,285,42,42480.48,4245.0,0.0,0.09992824939831188,0.14736842105263157
105921,256,66,42887.93,27424.6,0.0,0.6394479752228657,0.2578125
105932,144,29,31991.36,6474.0,0.0,0.20236713912756443,0.2013888888888889
105992,228,37,50203.15,16275.6,0.0,0.3241947965416513,0.16228070175438597
106001,397,96,80957.58,31988.9,0.0,0.3951316232525725,0.24181360201511334
106037,274,65,55667.18,0.0,0.0,0.0,0.23722627737226276
106038,153,35,29975.35,21945.0,1.0,0.7321015434348557,0.22875816993464052
106046,232,52,53489.6,12200.3,0.0,0.2280873291256618,0.22413793103448276
106048,11,0,596.0,0.0,0.0,0.0,0.0
106218,193,65,44714.74,15829.9,0.0,0.35401972593377484,0.33678756476683935
106397,122,43,30059.75,3579.0,0.0,0.11906286645763854,0.3524590163934426
106444,47,10,12108.0,12947.0,0.0,1.0692930294020482,0.2127659574468085
106477,115,33,39976.72,0.0,0.0,0.0,0.28695652173913044
106509,37,17,4114.0,0.0,0.0,0.0,0.4594594594594595
106589,0,0,0.0,0.0,0.0,0.0,0.0
106592,254,49,35691.89,8105.0,1.0,0.22708239883065873,0.19291338582677164
106616,24,0,4504.0,0.0,0.0,0.0,0.0
106623,16,3,2634.0,0.0,0.0,0.0,0.1875
106637,161,53,42475.87,23377.0,2.0,0.5503595335422206,0.32919254658385094
106689,105,50,31628.09,15638.1,0.0,0.4944370652796296,0.47619047619047616
106754,151,42,33753.08,18264.7,0.0,0.5411269134550092,0.2781456953642384
106757,175,22,41400.4,0.0,0.0,0.0,0.12571428571428572
106776,204,39,26029.56,11905.5,0.0,0.45738383591578186,0.19117647058823528
106838,208,63,31165.53,0.0,0.0,0.0,0.30288461538461536
106839,197,47,56252.59,10499.4,0.0,0.18664740592388723,0.23857868020304568
106936,213,44,37810.17,10942.7,0.0,0.28941155250029293,0.20657276995305165
106946,259,47,60258.54,32141.1,0.0,0.5333866369812478,0.18146718146718147
106964,16,4,5803.0,4149.0,0.0,0.7149750129243495,0.25
106978,210,49,47636.93,5684.8,0.0,0.11933598575726857,0.23333333333333334
106979,210,79,29777.27,23546.7,0.0,0.7907608723029345,0.3761904761904762
107037,152,41,22960.239999999998,5595.0,0.0,0.24368212178966772,0.26973684210526316
107067,171,24,47887.51,23563.8,0.0,0.492065676415416,0.14035087719298245
107119,229,84,42817.36,10102.4,0.0,0.23594168346670602,0.36681222707423583
107141,153,39,32685.13,18787.0,0.0,0.574787372728822,0.2549019607843137
107203,240,74,50885.54,9084.0,0.0,0.17851829812555786,0.30833333333333335
107212,184,46,38225.07,24559.4,0.0,0.6424945722793968,0.25
107296,93,33,19667.82,9851.5,0.0,0.500894354331085,0.3548387096774194
107385,84,35,18097.18,11122.0,0.0,0.6145708889451285,0.4166666666666667
107420,65,12,17207.95,5690.0,0.0,0.33066111884332533,0.18461538461538463
107461,95,44,39805.12,8570.9,0.0,0.21532154657491295,0.4631578947368421
107466,146,26,38996.659999999996,3958.0,0.0,0.10149587169773001,0.1780821917808219
107487,74,28,15108.96,2923.0,0.0,0.19346136332348488,0.3783783783783784
107519,76,17,16796.0,4043.0,0.0,0.24071207430340558,0.2236842105263158
107571,158,64,30298.07,14335.7,0.0,0.47315555083211575,0.4050632911392405
107649,245,50,43907.3,16887.5,0.0,0.3846171365581577,0.20408163265306123
107719,136,24,42753.6,12791.0,0.0,0.29917948430073726,0.17647058823529413
107730,135,37,23408.77,9288.0,0.0,0.39677437131468246,0.2740740740740741
107835,19,8,4132.0,3341.0,0.0,0.808567279767667,0.42105263157894735
107902,160,38,29673.03,8168.1,0.0,0.2752701695782332,0.2375
107993,142,59,32361.8,0.0,1.0,0.0,0.4154929577464789
108264,327,66,54066.13,29763.6,0.0,0.550503614739949,0.2018348623853211
108346,38,8,7610.0,0.0,0.0,0.0,0.21052631578947367
108367,83,11,23958.46,0.0,0.0,0.0,0.13253012048192772
108381,185,50,52884.17,20590.3,0.0,0.38934713355622297,0.2702702702702703
108430,220,34,43618.22,4903.9,0.0,0.11242778820410369,0.15454545454545454
108440,176,58,31353.78,6821.0,0.0,0.21754952672373157,0.32954545454545453
108462,166,60,43212.47,21234.9,0.0,0.49140676290894736,0.3614457831325301
108481,0,0,0.0,0.0,0.0,0.0,0.0
108528,233,56,44672.56,4909.0,1.0,0.10988848635493467,0.24034334763948498
108625,227,87,47537.85,14155.0,0.0,0.29776273011926285,0.3832599118942731
108666,107,57,24983.69,18621.2,0.0,0.7453342560686592,0.5327102803738317
108857,44,10,8036.99,10549.9,0.0,1.3126680510987323,0.22727272727272727
108896,56,24,20648.55,0.0,0.0,0.0,0.42857142857142855
108907,193,42,45123.01,18347.2,0.0,0.4066040807118142,0.21761658031088082
109022,140,32,25629.58,3605.0,0.0,0.140657786822882,0.22857142857142856
109023,165,41,21905.53,25591.1,0.0,1.168248382942572,0.24848484848484848
109029,8,0,974.0,0.0,0.0,0.0,0.0
109203,197,29,24847.96,3390.0,0.0,0.13642971092999184,0.14720812182741116
109399,153,55,30135.77,0.0,1.0,0.0,0.35947712418300654
109478,211,42,33860.12,8973.7,1.0,0.26502268745651225,0.1990521327014218
109495,209,69,41124.46,3616.0,0.0,0.0879282062305499,0.33014354066985646
109517,179,76,36801.520000000004,12756.2,1.0,0.3466215525880453,0.4245810055865922
109552,107,11,35168.479999999996,0.0,0.0,0.0,0.102803738317757
109612,79,21,10382.13,5577.0,0.0,0.5371730078509902,0.26582278481012656
109660,189,27,51196.36,16483.5,0.0,0.3219662491630264,0.14285714285714285
109767,210,60,48122.4,22943.8,0.0,0.47678004422057085,0.2857142857142857
109840,141,30,33532.99,8179.5,0.0,0.24392396860524518,0.2127659574468085
109896,192,32,32198.1,6058.0,0.0,0.18814774784847554,0.16666666666666666
109903,184,53,45906.82,17369.8,0.0,0.37837079545043634,0.28804347826086957
109956,92,4,29298.1,0.0,0.0,0.0,0.043478260869565216
110001,167,44,35258.21,15946.7,1.0,0.4522833121704137,0.2634730538922156
110030,75,3,14046.960000000001,0.0,18.0,0.0,0.04
110065,96,18,9524.0,0.0,0.0,0.0,0.1875
110073,0,0,0.0,0.0,0.0,0.0,0.0
110099,190,32,46455.13,19479.8,1.0,0.419325056242443,0.16842105263157894
110142,76,30,10840.0,2513.0,0.0,0.23182656826568265,0.39473684210526316
110170,27,16,12485.0,4249.0,0.0,0.34032839407288745,0.5925925925925926
110211,165,16,29168.51,0.0,12.0,0.0,0.09696969696969697
110262,141,8,20646.829999999998,6307.0,0.0,0.3054706218823907,0.05673758865248227
110296,165,59,30035.36,3929.0,0.0,0.13081248235413193,0.3575757575757576
110394,213,57,43377.73,9117.0,0.0,0.21017697329943266,0.2676056338028169
110422,48,17,6684.0,0.0,0.0,0.0,0.3541666666666667
110476,228,38,44784.5,24778.5,0.0,0.5532829438756712,0.16666666666666666
110603,0,0,0.0,0.0,0.0,0.0,0.0
110678,174,62,37475.15,6320.0,0.0,0.1686450888121862,0.3563218390804598
110691,148,49,30513.4,7729.2,0.0,0.2533051052980002,0.3310810810810811
110752,189,37,49795.82,3205.0,0.0,0.06436283206100432,0.19576719576719576
111022,138,15,30145.47,17005.0,0.0,0.5640980220245363,0.10869565217391304
111034,216,51,38662.82,16266.4,0.0,0.4207246134658569,0.2361111111111111
111171,210,36,28310.96,6581.0,0.0,0.23245414496717878,0.17142857142857143
111176,195,31,45377.64,19841.7,1.0,0.4372572042089452,0.15897435897435896
111255,213,46,52784.63,0.0,0.0,0.0,0.215962441314554
111286,162,36,45220.57,2492.0,0.0,0.055107664498700484,0.2222222222222222
111329,168,61,31374.71,26268.1,0.0,0.8372380174988071,0.3630952380952381
111387,0,0,0.0,0.0,0.0,0.0,0.0
111485,232,70,54693.33,30089.4,0.0,0.5501475225589665,0.3017241379310345
111507,156,46,36155.36,23930.0,0.0,0.661865903146864,0.2948717948717949
111573,201,21,38730.81,5006.0,1.0,0.12925110525702924,0.1044776119402985
111584,121,30,21756.46,15113.4,0.0,0.6946626427277232,0.24793388429752067
111646,149,56,18471.89,13411.7,11.0,0.7260599754545962,0.37583892617449666
111788,312,25,54957.44,16915.5,4.0,0.30779272105833166,0.08012820512820513
111899,96,17,11701.09,15314.0,0.0,1.3087669610267076,0.17708333333333334
111912,206,35,47687.97,9900.9,0.0,0.20761839935732218,0.16990291262135923
112026,255,64,37694.2,15150.6,0.0,0.40193451512434275,0.25098039215686274
112142,228,36,45161.11,11896.1,8.0,0.2634146946343879,0.15789473684210525
112226,173,58,26204.34,11304.0,0.0,0.4313789242545319,0.3352601156069364
112393,207,36,45240.47,33546.4,0.0,0.7415130744662909,0.17391304347826086
112522,194,63,36382.01,8728.6,0.0,0.23991527680851057,0.3247422680412371
112632,218,46,25692.45,10744.5,0.0,0.41819678543696687,0.21100917431192662
112661,63,26,12267.39,9359.4,19.0,0.7629495760711936,0.4126984126984127
112678,120,28,32729.68,17155.1,0.0,0.5241450573302274,0.23333333333333334
112709,169,34,34737.37,0.0,0.0,0.0,0.20118343195266272
112732,183,38,50122.79,9497.0,1.0,0.18947468806105966,0.20765027322404372
112733,222,45,44744.11,0.0,0.0,0.0,0.20270270270270271
112797,0,0,0.0,0.0,0.0,0.0,0.0
112842,143,42,31038.74,10125.0,0.0,0.3262052518884465,0.2937062937062937
112856,193,41,43518.2,27906.5,0.0,0.6412604381615049,0.21243523316062177
112863,205,28,36473.78,20907.8,0.0,0.5732282203818743,0.13658536585365855
112894,0,0,0.0,0.0,0.0,0.0,0.0
113040,175,31,37577.68,0.0,0.0,0.0,0.17714285714285713
113184,45,1,7503.0,0.0,0.0,0.0,0.022222222222222223
113220,148,27,31355.06,18003.5,1.0,0.5741816472365225,0.18243243243243243
113293,29,10,3732.0,0.0,0.0,0.0,0.3448275862068966
113316,53,26,12959.0,4611.0,0.0,0.3558144918589397,0.49056603773584906
113363,77,10,20588.7,0.0,0.0,0.0,0.12987012987012986
113442,19,4,3725.0,0.0,0.0,0.0,0.21052631578947367
113476,217,70,47039.33,8973.7,0.0,0.1907701491496584,0.3225806451612903
113529,20,8,6120.0,0.0,0.0,0.0,0.4
113558,152,46,46419.65,13604.0,0.0,0.2930655444407702,0.3026315789473684
113578,20,3,6259.68,0.0,0.0,0.0,0.15
113656,0,0,0.0,0.0,0.0,0.0,0.0
113679,255,63,43720.69,4900.1,0.0,0.11207737114853403,0.24705882352941178
113694,221,65,37494.01,32167.8,0.0,0.8579450424214428,0.29411764705882354
113755,81,37,27815.78,3674.0,0.0,0.1320832994796479,0.4567901234567901
113779,201,44,43468.04,8044.6,0.0,0.1850693060924762,0.21890547263681592
113804,128,29,27445.35,14844.5,0.0,0.5408748658698104,0.2265625
113831,281,66,48742.64,7140.2,1.0,0.14648775692083973,0.23487544483985764
113839,160,53,30255.27,7317.0,0.0,0.241842165017863,0.33125
113861,115,61,22017.4,6128.0,0.0,0.27832532451606457,0.5304347826086957
113864,65,18,19321.5,8042.7,0.0,0.4162565018243925,0.27692307692307694
113874,57,5,13282.0,0.0,0.0,0.0,0.08771929824561403
113877,240,71,54192.85,6674.0,0.0,0.12315277753430573,0.29583333333333334
113904,189,48,39105.57,11734.6,0.0,0.300074899816062,0.25396825396825395
113919,173,35,34091.82,9810.0,0.0,0.2877523112582432,0.2023121387283237
114018,155,40,43583.84,3850.0,0.0,0.08833549315526122,0.25806451612903225
114021,227,13,44052.97,10668.5,1.0,0.24217436418021304,0.05726872246696035
114131,54,12,10772.0,3486.0,0.0,0.3236167842554772,0.2222222222222222
114214,70,30,13478.57,0.0,0.0,0.0,0.42857142857142855
114219,145,37,47479.13,11218.7,0.0,0.2362869749298271,0.25517241379310346
114242,187,53,30368.35,14531.2,0.0,0.4784981732626238,0.28342245989304815
114307,176,55,43203.25,10681.8,2.0,0.2472452882595638,0.3125
114399,14,0,1533.0,0.0,0.0,0.0,0.0
114414,277,57,75020.34,2686.0,0.0,0.03580362339066979,0.20577617328519857
114493,160,22,30431.64,10767.3,0.0,0.35381924865041775,0.1375
114553,223,39,53604.04,10274.9,0.0,0.1916814478908679,0.17488789237668162
114638,248,59,35830.65,3988.0,0.0,0.11130135791563926,0.23790322580645162
114700,55,1,13999.0,0.0,0.0,0.0,0.01818181818181818
114743,74,16,20070.71,4284.0,0.0,0.21344536391587543,0.21621621621621623
114835,127,29,35028.88,0.0,0.0,0.0,0.2283464566929134
114857,179,10,47056.08,4346.0,0.0,0.09235788446466428,0.055865921787709494
114903,159,55,44017.13,3641.0,2.0,0.08271779645787902,0.34591194968553457
114924,56,18,12256.49,0.0,0.0,0.0,0.32142857142857145
114927,161,31,27926.46,19400.9,0.0,0.6947139021558766,0.19254658385093168
114983,135,29,24441.989999999998,0.0,0.0,0.0,0.21481481481481482
115198,0,0,0.0,0.0,0.0,0.0,0.0
115322,235,51,50387.48,11024.0,0.0,0.21878450758005757,0.2170212765957447
115354,250,53,49006.7,19042.7,0.0,0.3885733991474635,0.212
115405,186,40,38347.5,21139.2,0.0,0.5512536671230198,0.21505376344086022
115427,240,29,56811.34,10275.3,0.0,0.1808670592878112,0.12083333333333333
115505,30,9,7641.0,0.0,0.0,0.0,0.3
115529,184,40,35676.9,3128.0,0.0,0.08767577900546292,0.21739130434782608
115633,218,44,42440.64,2829.0,0.0,0.06665780723382117,0.2018348623853211
115705,204,36,50802.96,15044.2,1.0,0.29612841456482064,0.17647058823529413
115749,31,3,10449.0,0.0,0.0,0.0,0.0967741935483871
115805,226,52,38603.04,16664.1,0.0,0.43167843776034215,0.23008849557522124
115852,159,37,33955.63,0.0,0.0,0.0,0.23270440251572327
116016,187,38,38612.78,9142.0,0.0,0.2367609894962238,0.20320855614973263
116045,239,37,50291.59,5445.4,0.0,0.10827655279938454,0.15481171548117154
116164,35,12,16331.0,12258.0,0.0,0.7505970240646623,0.34285714285714286
116207,96,0,17607.65,0.0,16.0,0.0,0.0
116238,48,14,6024.0,6798.0,0.0,1.1284860557768925,0.2916666666666667
116288,145,32,20059.87,8539.0,0.0,0.42567573967328803,0.2206896551724138
116332,248,72,39082.090000000004,13509.0,0.0,0.34565705160599136,0.2903225806451613
116372,187,49,40569.82,5533.0,0.0,0.13638216782820334,0.2620320855614973
116562,35,2,8027.0,4323.0,0.0,0.5385573688800299,0.05714285714285714
116703,131,50,28509.36,15803.3,3.0,0.5543197041252417,0.3816793893129771
116732,74,27,18928.0,5600.0,0.0,0.2958579881656805,0.36486486486486486
116735,208,73,38276.36,17649.9,0.0,0.4611175148316089,0.35096153846153844
116895,41,5,7574.0,4010.0,0.0,0.5294428307367309,0.12195121951219512
116897,35,9,2664.0,10266.0,0.0,3.8536036036036037,0.2571428571428571
116932,175,44,29202.14,19855.2,0.0,0.6799227727830905,0.25142857142857145
116948,57,18,14575.4,11836.0,0.0,0.8120531855043429,0.3157894736842105
116999,168,25,36629.87,0.0,0.0,0.0,0.1488095238095238
117033,171,48,38230.38,7649.0,1.0,0.20007648367607125,0.2807017543859649
117053,185,68,44745.24,15678.8,0.0,0.3504015175692431,0.3675675675675676
117169,179,53,36535.37,3769.0,0.0,0.10316030739527203,0.29608938547486036
117219,213,63,56691.83,21898.3,0.0,0.38626906205003436,0.29577464788732394
117240,69,13,15737.0,0.0,0.0,0.0,0.18840579710144928
117333,295,81,40966.95,17730.3,0.0,0.4327952166319436,0.2745762711864407
117342,202,58,36386.81,11679.6,0.0,0.3209844446380433,0.2871287128712871
117351,0,0,0.0,0.0,0.0,0.0,0.0
117358,9,0,714.0,0.0,0.0,0.0,0.0
117408,204,40,34060.7,0.0,0.0,0.0,0.19607843137254902
117456,251,41,42386.85,11327.0,0.0,0.26722910525316224,0.16334661354581673
117460,171,44,29125.13,15403.2,0.0,0.5288628754618434,0.2573099415204678
117482,243,30,40237.4,4138.0,0.0,0.10283964669685416,0.12345679012345678
117618,165,28,28405.38,18696.0,0.0,0.6581851747802705,0.1696969696969697
117725,0,0,0.0,0.0,0.0,0.0,0.0
117782,232,44,49171.63,20024.1,0.0,0.4072287211141872,0.1896551724137931
117832,0,0,0.0,0.0,0.0,0.0,0.0
117910,162,44,35910.08,0.0,0.0,0.0,0.2716049382716049
117915,78,12,15254.0,0.0,0.0,0.0,0.15384615384615385
117932,113,38,23977.41,8928.1,0.0,0.37235464547672165,0.336283185840708
117939,50,5,3480.7,0.0,0.0,0.0,0.1
117975,9,0,3126.04,0.0,0.0,0.0,0.0
118076,195,74,51914.55,17854.4,0.0,0.34391899766057876,0.37948717948717947
118298,0,0,0.0,0.0,0.0,0.0,0.0
118320,205,55,47098.770000000004,18519.5,0.0,0.39320559751348066,0.2682926829268293
118332,193,33,53769.93,6632.0,1.0,0.12334031307089297,0.17098445595854922
118355,100,34,21372.71,4176.0,0.0,0.19538935399394836,0.34
118365,140,38,35427.23,10277.1,0.0,0.2900904191493379,0.2714285714285714
118376,29,1,6936.0,3919.0,0.0,0.5650230680507498,0.034482758620689655
118379,140,45,48176.48,0.0,0.0,0.0,0.32142857142857145
118418,212,35,43376.81,11293.9,0.0,0.2603672330906768,0.1650943396226415
118511,24,1,3347.16,0.0,0.0,0.0,0.041666666666666664
118514,28,0,4649.0,0.0,0.0,0.0,0.0
118612,94,26,20087.27,0.0,0.0,0.0,0.2765957446808511
118628,220,44,30086.64,6137.0,0.0,0.20397757941730948,0.2
118632,259,65,39804.57,3702.0,0.0,0.09300439622887523,0.25096525096525096
118675,211,33,47167.44,0.0,1.0,0.0,0.15639810426540285
118688,0,0,0.0,0.0,0.0,0.0,0.0
118729,37,20,13035.25,0.0,0.0,0.0,0.5405405405405406
118864,181,27,36244.49,0.0,1.0,0.0,0.14917127071823205
119009,167,27,36468.97,0.0,2.0,0.0,0.16167664670658682
119015,51,23,10464.0,0.0,0.0,0.0,0.45098039215686275
119135,219,54,42128.88,22048.6,0.0,0.523360696985061,0.2465753424657534
119198,172,31,51638.38,6488.5,0.0,0.12565266377450263,0.18023255813953487
119200,143,39,27176.13,8116.0,0.0,0.29864443539238295,0.2727272727272727
119408,12,9,2530.0,0.0,0.0,0.0,0.75
119460,152,50,44065.71,5841.0,0.0,0.13255204557012698,0.32894736842105265
119488,156,18,26902.829999999998,0.0,0.0,0.0,0.11538461538461539
119519,168,66,37949.68,11596.0,0.0,0.30556252384736843,0.39285714285714285
119633,155,28,28280.37,12093.5,0.0,0.4276287757196953,0.18064516129032257
119634,207,54,47813.270000000004,0.0,1.0,0.0,0.2608695652173913
119638,47,5,8490.0,0.0,0.0,0.0,0.10638297872340426
119690,4,4,3894.0,0.0,0.0,0.0,1.0
119731,214,72,42691.06,29944.6,2.0,0.7014255443645578,0.3364485981308411
119837,181,44,43101.14,19089.8,0.0,0.44290707855987105,0.2430939226519337
119845,209,39,38496.15,2530.0,1.0,0.06572085780006572,0.18660287081339713
119917,0,0,0.0,0.0,0.0,0.0,0.0
119997,241,59,47926.66,15089.7,0.0,0.3148498142787334,0.24481327800829875
120046,83,12,29040.82,11190.0,0.0,0.3853196982729827,0.14457831325301204
120126,107,8,29421.03,8165.0,0.0,0.27752257483847437,0.07476635514018691
120140,201,67,38975.21,11153.6,0.0,0.28617164602833445,0.3333333333333333
120164,226,51,45670.01,8951.0,2.0,0.19599295029714248,0.22566371681415928
120192,177,58,41950.13,16598.6,1.0,0.39567457836245085,0.327683615819209
120206,0,0,0.0,0.0,0.0,0.0,0.0
120393,180,58,38479.31,17075.6,0.0,0.4437605559974958,0.32222222222222224
120434,119,31,31587.42,13303.8,0.0,0.421173999016064,0.2605042016806723
120554,148,52,47682.31,24572.3,0.0,0.5153336740606737,0.35135135135135137
120583,227,66,43225.86,15926.2,0.0,0.3684414838709976,0.2907488986784141
